"Country or Area","Year","Sex","Age","Value","Value Footnotes"
"United States of America","1964","Both Sexes","5 - 9","20277000","3,4,6"
"United States of America","1964","Both Sexes","10 - 14","18394000","3,4,6"
"United States of America","1964","Both Sexes","15 - 19","16287000","3,4,6"
"United States of America","1964","Both Sexes","20 - 24","13144000","3,4,6"
"United States of America","1964","Both Sexes","25 - 29","11186000","3,4,6"
"United States of America","1964","Both Sexes","30 - 34","11183000","3,4,6"
"United States of America","1964","Both Sexes","35 - 39","12193000","3,4,6"
"United States of America","1964","Both Sexes","40 - 44","12407000","3,4,6"
"United States of America","1964","Both Sexes","45 - 49","11347000","3,4,6"
"United States of America","1964","Both Sexes","50 - 54","10443000","3,4,6"
"United States of America","1964","Both Sexes","55 - 59","9014000","3,4,6"
"United States of America","1964","Both Sexes","60 - 64","7679000","3,4,6"
"United States of America","1964","Both Sexes","65 - 69","6247000","3,4,6"
"United States of America","1964","Both Sexes","70 - 74","5162000","3,4,6"
"United States of America","1964","Both Sexes","75 - 79","3506000","3,4,6"
"United States of America","1964","Both Sexes","80 - 84","1908000","3,4,6"
"United States of America","1964","Both Sexes","85 +","1037000","3,4,6"
"United States of America","1964","Both Sexes","Unknown","0","3,4,6"
"United States of America","1964","Male","Total","94669000","3,4,6"
"United States of America","1964","Male","0","2061000","3,4,6"
"United States of America","1964","Male","1 - 4","8470000","3,4,6"
"United States of America","1964","Male","5 - 9","10304000","3,4,6"
"United States of America","1964","Male","10 - 14","9351000","3,4,6"
"United States of America","1964","Male","15 - 19","8256000","3,4,6"
"United States of America","1964","Male","20 - 24","6592000","3,4,6"
"United States of America","1964","Male","25 - 29","5552000","3,4,6"
"United States of America","1964","Male","30 - 34","5528000","3,4,6"
"United States of America","1964","Male","35 - 39","5986000","3,4,6"
"United States of America","1964","Male","40 - 44","6055000","3,4,6"
"United States of America","1964","Male","45 - 49","5545000","3,4,6"
"United States of America","1964","Male","50 - 54","5099000","3,4,6"
"United States of America","1964","Male","55 - 59","4367000","3,4,6"
"United States of America","1964","Male","60 - 64","3655000","3,4,6"
"United States of America","1964","Male","65 - 69","2855000","3,4,6"
"United States of America","1964","Male","70 - 74","2294000","3,4,6"
"United States of America","1964","Male","75 - 79","1518000","3,4,6"
"United States of America","1964","Male","80 - 84","786000","3,4,6"
"United States of America","1964","Male","85 +","395000","3,4,6"
"United States of America","1964","Male","Unknown","0","3,4,6"
"United States of America","1964","Female","Total","97403000","3,4,6"
"United States of America","1964","Female","0","1977000","3,4,6"
"United States of America","1964","Female","1 - 4","8149000","3,4,6"
"United States of America","1964","Female","5 - 9","9973000","3,4,6"
"United States of America","1964","Female","10 - 14","9043000","3,4,6"
"United States of America","1964","Female","15 - 19","8030000","3,4,6"
"United States of America","1964","Female","20 - 24","6552000","3,4,6"
"United States of America","1964","Female","25 - 29","5633000","3,4,6"
"United States of America","1964","Female","30 - 34","5655000","3,4,6"
"United States of America","1964","Female","35 - 39","6207000","3,4,6"
"United States of America","1964","Female","40 - 44","6352000","3,4,6"
"United States of America","1964","Female","45 - 49","5802000","3,4,6"
"United States of America","1964","Female","50 - 54","5344000","3,4,6"
"United States of America","1964","Female","55 - 59","4647000","3,4,6"
"United States of America","1964","Female","60 - 64","4025000","3,4,6"
"United States of America","1964","Female","65 - 69","3391000","3,4,6"
"United States of America","1964","Female","70 - 74","2868000","3,4,6"
"United States of America","1964","Female","75 - 79","1988000","3,4,6"
"United States of America","1964","Female","80 - 84","1122000","3,4,6"
"United States of America","1964","Female","85 +","642000","3,4,6"
"United States of America","1964","Female","Unknown","0","3,4,6"
"United States of America","1963","Both Sexes","Total","189417000","3,4,6"
"United States of America","1963","Both Sexes","0","4092000","3,4,6"
"United States of America","1963","Both Sexes","1 - 4","16657000","3,4,6"
"United States of America","1963","Both Sexes","5 - 9","20074000","3,4,6"
"United States of America","1963","Both Sexes","10 - 14","18037000","3,4,6"
"United States of America","1963","Both Sexes","15 - 19","15570000","3,4,6"
"United States of America","1963","Both Sexes","20 - 24","12620000","3,4,6"
"United States of America","1963","Both Sexes","25 - 29","10966000","3,4,6"
"United States of America","1963","Both Sexes","30 - 34","11373000","3,4,6"
"United States of America","1963","Both Sexes","35 - 39","12340000","3,4,6"
"United States of America","1963","Both Sexes","40 - 44","12254000","3,4,6"
"United States of America","1963","Both Sexes","45 - 49","11230000","3,4,6"
"United States of America","1963","Both Sexes","50 - 54","10246000","3,4,6"
"United States of America","1963","Both Sexes","55 - 59","8863000","3,4,6"
"United States of America","1963","Both Sexes","60 - 64","7529000","3,4,6"
"United States of America","1963","Both Sexes","65 - 69","6243000","3,4,6"
"United States of America","1963","Both Sexes","70 - 74","5088000","3,4,6"
"United States of America","1963","Both Sexes","75 - 79","3405000","3,4,6"
"United States of America","1963","Both Sexes","80 - 84","1827000","3,4,6"
"United States of America","1963","Both Sexes","85 +","1002000","3,4,6"
"United States of America","1963","Both Sexes","Unknown","0","3,4,6"
"United States of America","1963","Male","Total","93471000","3,4,6"
"United States of America","1963","Male","0","2090000","3,4,6"
"United States of America","1963","Male","1 - 4","8482000","3,4,6"
"United States of America","1963","Male","5 - 9","10203000","3,4,6"
"United States of America","1963","Male","10 - 14","9170000","3,4,6"
"United States of America","1963","Male","15 - 19","7892000","3,4,6"
"United States of America","1963","Male","20 - 24","6331000","3,4,6"
"United States of America","1963","Male","25 - 29","5453000","3,4,6"
"United States of America","1963","Male","30 - 34","5625000","3,4,6"
"United States of America","1963","Male","35 - 39","6055000","3,4,6"
"United States of America","1963","Male","40 - 44","5983000","3,4,6"
"United States of America","1963","Male","45 - 49","5499000","3,4,6"
"United States of America","1963","Male","50 - 54","5014000","3,4,6"
"United States of America","1963","Male","55 - 59","4306000","3,4,6"
"United States of America","1963","Male","60 - 64","3588000","3,4,6"
"United States of America","1963","Male","65 - 69","2865000","3,4,6"
"United States of America","1963","Male","70 - 74","2282000","3,4,6"
"United States of America","1963","Male","75 - 79","1488000","3,4,6"
"United States of America","1963","Male","80 - 84","759000","3,4,6"
"United States of America","1963","Male","85 +","385000","3,4,6"
"United States of America","1963","Male","Unknown","0","3,4,6"
"United States of America","1963","Female","Total","95945000","3,4,6"
"United States of America","1963","Female","0","2002000","3,4,6"
"United States of America","1963","Female","1 - 4","8175000","3,4,6"
"United States of America","1963","Female","5 - 9","9872000","3,4,6"
"United States of America","1963","Female","10 - 14","8866000","3,4,6"
"United States of America","1963","Female","15 - 19","7678000","3,4,6"
"United States of America","1963","Female","20 - 24","6290000","3,4,6"
"United States of America","1963","Female","25 - 29","5513000","3,4,6"
"United States of America","1963","Female","30 - 34","5747000","3,4,6"
"United States of America","1963","Female","35 - 39","6285000","3,4,6"
"United States of America","1963","Female","40 - 44","6270000","3,4,6"
"United States of America","1963","Female","45 - 49","5731000","3,4,6"
"United States of America","1963","Female","50 - 54","5232000","3,4,6"
"United States of America","1963","Female","55 - 59","4557000","3,4,6"
"United States of America","1963","Female","60 - 64","3942000","3,4,6"
"United States of America","1963","Female","65 - 69","3377000","3,4,6"
"United States of America","1963","Female","70 - 74","2806000","3,4,6"
"United States of America","1963","Female","75 - 79","1917000","3,4,6"
"United States of America","1963","Female","80 - 84","1068000","3,4,6"
"United States of America","1963","Female","85 +","616000","3,4,6"
"United States of America","1963","Female","Unknown","0","3,4,6"
"United States of America","1962","Both Sexes","Total","186656000","3,4,6"
"United States of America","1962","Both Sexes","0","4162000","3,4,6"
"United States of America","1962","Both Sexes","1 - 4","16585000","3,4,6"
"United States of America","1962","Both Sexes","5 - 9","19736000","3,4,6"
"United States of America","1962","Both Sexes","10 - 14","17709000","3,4,6"
"United States of America","1962","Both Sexes","15 - 19","14981000","3,4,6"
"United States of America","1962","Both Sexes","20 - 24","11889000","3,4,6"
"United States of America","1962","Both Sexes","25 - 29","10847000","3,4,6"
"United States of America","1962","Both Sexes","30 - 34","11591000","3,4,6"
"United States of America","1962","Both Sexes","35 - 39","12468000","3,4,6"
"United States of America","1962","Both Sexes","40 - 44","12063000","3,4,6"
"United States of America","1962","Both Sexes","45 - 49","11147000","3,4,6"
"United States of America","1962","Both Sexes","50 - 54","10047000","3,4,6"
"United States of America","1962","Both Sexes","55 - 59","8738000","3,4,6"
"United States of America","1962","Both Sexes","60 - 64","7384000","3,4,6"
"United States of America","1962","Both Sexes","65 - 69","6267000","3,4,6"
"United States of America","1962","Both Sexes","70 - 74","5000000","3,4,6"
"United States of America","1962","Both Sexes","75 - 79","3308000","3,4,6"
"United States of America","1962","Both Sexes","80 - 84","1753000","3,4,6"
"United States of America","1962","Both Sexes","85 +","983000","3,4,6"
"United States of America","1962","Both Sexes","Unknown","0","3,4,6"
"United States of America","1962","Male","Total","92182000","3,4,6"
"United States of America","1962","Male","0","2124000","3,4,6"
"United States of America","1962","Male","1 - 4","8437000","3,4,6"
"United States of America","1962","Male","5 - 9","10030000","3,4,6"
"United States of America","1962","Male","10 - 14","9007000","3,4,6"
"United States of America","1962","Male","15 - 19","7586000","3,4,6"
"United States of America","1962","Male","20 - 24","5957000","3,4,6"
"United States of America","1962","Male","25 - 29","5395000","3,4,6"
"United States of America","1962","Male","30 - 34","5729000","3,4,6"
"United States of America","1962","Male","35 - 39","6111000","3,4,6"
"United States of America","1962","Male","40 - 44","5899000","3,4,6"
"United States of America","1962","Male","45 - 49","5473000","3,4,6"
"United States of America","1962","Male","50 - 54","4928000","3,4,6"
"United States of America","1962","Male","55 - 59","4258000","3,4,6"
"United States of America","1962","Male","60 - 64","3520000","3,4,6"
"United States of America","1962","Male","65 - 69","2893000","3,4,6"
"United States of America","1962","Male","70 - 74","2264000","3,4,6"
"United States of America","1962","Male","75 - 79","1456000","3,4,6"
"United States of America","1962","Male","80 - 84","732000","3,4,6"
"United States of America","1962","Male","85 +","380000","3,4,6"
"United States of America","1962","Male","Unknown","0","3,4,6"
"United States of America","1962","Female","Total","94475000","3,4,6"
"United States of America","1962","Female","0","2037000","3,4,6"
"United States of America","1962","Female","1 - 4","8148000","3,4,6"
"United States of America","1962","Female","5 - 9","9705000","3,4,6"
"United States of America","1962","Female","10 - 14","8702000","3,4,6"
"United States of America","1962","Female","15 - 19","7395000","3,4,6"
"United States of America","1962","Female","20 - 24","5932000","3,4,6"
"United States of America","1962","Female","25 - 29","5452000","3,4,6"
"United States of America","1962","Female","30 - 34","5862000","3,4,6"
"United States of America","1962","Female","35 - 39","6357000","3,4,6"
"United States of America","1962","Female","40 - 44","6164000","3,4,6"
"United States of America","1962","Female","45 - 49","5674000","3,4,6"
"United States of America","1962","Female","50 - 54","5119000","3,4,6"
"United States of America","1962","Female","55 - 59","4480000","3,4,6"
"United States of America","1962","Female","60 - 64","3864000","3,4,6"
"United States of America","1962","Female","65 - 69","3374000","3,4,6"
"United States of America","1962","Female","70 - 74","2736000","3,4,6"
"United States of America","1962","Female","75 - 79","1852000","3,4,6"
"United States of America","1962","Female","80 - 84","1021000","3,4,6"
"United States of America","1962","Female","85 +","602000","3,4,6"
"United States of America","1962","Female","Unknown","0","3,4,6"
"United States of America","1961","Both Sexes","Total","183756000","3,4,6"
"United States of America","1961","Both Sexes","0","4252000","3,4,6"
"United States of America","1961","Both Sexes","1 - 4","16405000","3,4,6"
"United States of America","1961","Both Sexes","5 - 9","19273000","3,4,6"
"United States of America","1961","Both Sexes","10 - 14","17742000","3,4,6"
"United States of America","1961","Both Sexes","15 - 19","13847000","3,4,6"
"United States of America","1961","Both Sexes","20 - 24","11408000","3,4,6"
"United States of America","1961","Both Sexes","25 - 29","10861000","3,4,6"
"United States of America","1961","Both Sexes","30 - 34","11797000","3,4,6"
"United States of America","1961","Both Sexes","35 - 39","12540000","3,4,6"
"United States of America","1961","Both Sexes","40 - 44","11863000","3,4,6"
"United States of America","1961","Both Sexes","45 - 49","11055000","3,4,6"
"United States of America","1961","Both Sexes","50 - 54","9845000","3,4,6"
"United States of America","1961","Both Sexes","55 - 59","8604000","3,4,6"
"United States of America","1961","Both Sexes","60 - 64","7252000","3,4,6"
"United States of America","1961","Both Sexes","65 - 69","6282000","3,4,6"
"United States of America","1961","Both Sexes","70 - 74","4888000","3,4,6"
"United States of America","1961","Both Sexes","75 - 79","3200000","3,4,6"
"United States of America","1961","Both Sexes","80 - 84","1677000","3,4,6"
"United States of America","1961","Both Sexes","85 +","966000","3,4,6"
"United States of America","1961","Both Sexes","Unknown","0","3,4,6"
"United States of America","1961","Male","Total","90803000","3,4,6"
"United States of America","1961","Male","0","2170000","3,4,6"
"United States of America","1961","Male","1 - 4","8337000","3,4,6"
"United States of America","1961","Male","5 - 9","9799000","3,4,6"
"United States of America","1961","Male","10 - 14","9022000","3,4,6"
"United States of America","1961","Male","15 - 19","7007000","3,4,6"
"United States of America","1961","Male","20 - 24","5710000","3,4,6"
"United States of America","1961","Male","25 - 29","5395000","3,4,6"
"United States of America","1961","Male","30 - 34","5820000","3,4,6"
"United States of America","1961","Male","35 - 39","6141000","3,4,6"
"United States of America","1961","Male","40 - 44","5812000","3,4,6"
"United States of America","1961","Male","45 - 49","5438000","3,4,6"
"United States of America","1961","Male","50 - 54","4842000","3,4,6"
"United States of America","1961","Male","55 - 59","4204000","3,4,6"
"United States of America","1961","Male","60 - 64","3458000","3,4,6"
"United States of America","1961","Male","65 - 69","2919000","3,4,6"
"United States of America","1961","Male","70 - 74","2233000","3,4,6"
"United States of America","1961","Male","75 - 79","1418000","3,4,6"
"United States of America","1961","Male","80 - 84","703000","3,4,6"
"United States of America","1961","Male","85 +","376000","3,4,6"
"United States of America","1961","Male","Unknown","0","3,4,6"
"United States of America","1961","Female","Total","92953000","3,4,6"
"United States of America","1961","Female","0","2082000","3,4,6"
"United States of America","1961","Female","1 - 4","8068000","3,4,6"
"United States of America","1961","Female","5 - 9","9474000","3,4,6"
"United States of America","1961","Female","10 - 14","8720000","3,4,6"
"United States of America","1961","Female","15 - 19","6839000","3,4,6"
"United States of America","1961","Female","20 - 24","5699000","3,4,6"
"United States of America","1961","Female","25 - 29","5466000","3,4,6"
"United States of America","1961","Female","30 - 34","5977000","3,4,6"
"United States of America","1961","Female","35 - 39","6399000","3,4,6"
"United States of America","1961","Female","40 - 44","6051000","3,4,6"
"United States of America","1961","Female","45 - 49","5617000","3,4,6"
"United States of America","1961","Female","50 - 54","5003000","3,4,6"
"United States of America","1961","Female","55 - 59","4400000","3,4,6"
"United States of America","1961","Female","60 - 64","3795000","3,4,6"
"United States of America","1961","Female","65 - 69","3363000","3,4,6"
"United States of America","1961","Female","70 - 74","2655000","3,4,6"
"United States of America","1961","Female","75 - 79","1782000","3,4,6"
"United States of America","1961","Female","80 - 84","973000","3,4,6"
"United States of America","1961","Female","85 +","589000","3,4,6"
"United States of America","1961","Female","Unknown","0","3,4,6"
"United States of America","1960","Both Sexes","Total","179323175",""
"United States of America","1960","Both Sexes","Total","180529000","3,4,6,8"
"United States of America","1960","Both Sexes","0","4111949",""
"United States of America","1960","Both Sexes","0","3770000","3,4,6,8"
"United States of America","1960","Both Sexes","1","4120654",""
"United States of America","1960","Both Sexes","1 - 4","16208952",""
"United States of America","1960","Both Sexes","1 - 4","16247000","3,4,6,8"
"United States of America","1960","Both Sexes","2","4091155",""
"United States of America","1960","Both Sexes","3","4006415",""
"United States of America","1960","Both Sexes","4","3977080",""
"United States of America","1960","Both Sexes","5","3955378",""
"United States of America","1960","Both Sexes","5 - 9","18691780",""
"United States of America","1960","Both Sexes","5 - 9","19257000","3,4,6,8"
"United States of America","1960","Both Sexes","6","3836848",""
"United States of America","1960","Both Sexes","7","3769853",""
"United States of America","1960","Both Sexes","8","3621283",""
"United States of America","1960","Both Sexes","9","3475779",""
"United States of America","1960","Both Sexes","10","3486601",""
"United States of America","1960","Both Sexes","10 - 14","16773492",""
"United States of America","1960","Both Sexes","10 - 14","17297000","3,4,6,8"
"United States of America","1960","Both Sexes","11","3483316",""
"United States of America","1960","Both Sexes","12","3583685",""
"United States of America","1960","Both Sexes","13","3514503",""
"United States of America","1960","Both Sexes","14","2747860",""
"United States of America","1960","Both Sexes","15","2802230",""
"United States of America","1960","Both Sexes","15 - 19","13219243",""
"United States of America","1960","Both Sexes","15 - 19","13459000","3,4,6,8"
"United States of America","1960","Both Sexes","16","2838751",""
"United States of America","1960","Both Sexes","17","2871916",""
"United States of America","1960","Both Sexes","18","2498600",""
"United States of America","1960","Both Sexes","19","2275937",""
"United States of America","1960","Both Sexes","20","2190081",""
"United States of America","1960","Both Sexes","20 - 24","10800761",""
"United States of America","1960","Both Sexes","20 - 24","11348000","3,4,6,8"
"United States of America","1960","Both Sexes","21","2203165",""
"United States of America","1960","Both Sexes","22","2158805",""
"United States of America","1960","Both Sexes","23","2106815",""
"United States of America","1960","Both Sexes","24","2144299",""
"United States of America","1960","Both Sexes","25","2166315",""
"United States of America","1960","Both Sexes","25 - 29","10869124",""
"United States of America","1960","Both Sexes","25 - 29","10977000","3,4,6,8"
"United States of America","1960","Both Sexes","26","2075073",""
"United States of America","1960","Both Sexes","27","2187029",""
"United States of America","1960","Both Sexes","28","2165214",""
"United States of America","1960","Both Sexes","29","2276755",""
"United States of America","1960","Both Sexes","30","2334708",""
"United States of America","1960","Both Sexes","30 - 34","11949186",""
"United States of America","1960","Both Sexes","30 - 34","11907000","3,4,6,8"
"United States of America","1960","Both Sexes","31","2328917",""
"United States of America","1960","Both Sexes","32","2419293",""
"United States of America","1960","Both Sexes","33","2395755",""
"United States of America","1960","Both Sexes","34","2473036",""
"United States of America","1960","Both Sexes","35","2550634",""
"United States of America","1960","Both Sexes","35 - 39","12481109",""
"United States of America","1960","Both Sexes","35 - 39","12464000","3,4,6,8"
"United States of America","1960","Both Sexes","36","2491845",""
"United States of America","1960","Both Sexes","37","2467671",""
"United States of America","1960","Both Sexes","38","2526866",""
"United States of America","1960","Both Sexes","39","2471300",""
"United States of America","1960","Both Sexes","40","2404472",""
"United States of America","1960","Both Sexes","40 - 44","11600243",""
"United States of America","1960","Both Sexes","40 - 44","11572000","3,4,6,8"
"United States of America","1960","Both Sexes","41","2387568",""
"United States of America","1960","Both Sexes","42","2295264",""
"United States of America","1960","Both Sexes","43","2229421",""
"United States of America","1960","Both Sexes","44","2250491",""
"United States of America","1960","Both Sexes","45","2297971",""
"United States of America","1960","Both Sexes","45 - 49","10879485",""
"United States of America","1960","Both Sexes","45 - 49","11076000","3,4,6,8"
"United States of America","1960","Both Sexes","46","2212613",""
"United States of America","1960","Both Sexes","47","2215804",""
"United States of America","1960","Both Sexes","48","2082296",""
"United States of America","1960","Both Sexes","49","2120194",""
"United States of America","1960","Both Sexes","50","2035449",""
"United States of America","1960","Both Sexes","50 - 54","9605954",""
"United States of America","1960","Both Sexes","50 - 54","9811000","3,4,6,8"
"United States of America","1960","Both Sexes","51","1979215",""
"United States of America","1960","Both Sexes","52","1951935",""
"United States of America","1960","Both Sexes","53","1856757",""
"United States of America","1960","Both Sexes","54","1873146",""
"United States of America","1960","Both Sexes","55","1801394",""
"United States of America","1960","Both Sexes","55 - 59","8429865",""
"United States of America","1960","Both Sexes","55 - 59","8379000","3,4,6,8"
"United States of America","1960","Both Sexes","56","1702574",""
"United States of America","1960","Both Sexes","57","1697037",""
"United States of America","1960","Both Sexes","58","1536568",""
"United States of America","1960","Both Sexes","59","1858374",""
"United States of America","1960","Both Sexes","60","1504160",""
"United States of America","1960","Both Sexes","60 - 64","7142452",""
"United States of America","1960","Both Sexes","60 - 64","7245000","3,4,6,8"
"United States of America","1960","Both Sexes","61","1441041",""
"United States of America","1960","Both Sexes","62","1386263",""
"United States of America","1960","Both Sexes","63","1369684",""
"United States of America","1960","Both Sexes","64","1410749",""
"United States of America","1960","Both Sexes","65","1385487",""
"United States of America","1960","Both Sexes","65 - 69","6257910",""
"United States of America","1960","Both Sexes","65 - 69","5853000","3,4,6,8"
"United States of America","1960","Both Sexes","66","1281290",""
"United States of America","1960","Both Sexes","67","1278478",""
"United States of America","1960","Both Sexes","68","1132782",""
"United States of America","1960","Both Sexes","69","1108726",""
"United States of America","1960","Both Sexes","70","1066938",""
"United States of America","1960","Both Sexes","70 - 74","4738932",""
"United States of America","1960","Both Sexes","70 - 74","4350000","3,4,6,8"
"United States of America","1960","Both Sexes","71","1033923",""
"United States of America","1960","Both Sexes","72","916706",""
"United States of America","1960","Both Sexes","73","835709",""
"United States of America","1960","Both Sexes","74","807860",""
"United States of America","1960","Both Sexes","75","750691",""
"United States of America","1960","Both Sexes","75 - 79","3053559",""
"United States of America","1960","Both Sexes","75 - 79","3039000","3,4,6,8"
"United States of America","1960","Both Sexes","76","646620",""
"United States of America","1960","Both Sexes","77","589120",""
"United States of America","1960","Both Sexes","78","514079",""
"United States of America","1960","Both Sexes","79","476837",""
"United States of America","1960","Both Sexes","80","405084",""
"United States of America","1960","Both Sexes","80 - 84","1579927",""
"United States of America","1960","Both Sexes","80 - 84","1604000","3,4,6,8"
"United States of America","1960","Both Sexes","81","329191",""
"United States of America","1960","Both Sexes","82","287751",""
"United States of America","1960","Both Sexes","83","260428",""
"United States of America","1960","Both Sexes","84","235752",""
"United States of America","1960","Both Sexes","85","189806",""
"United States of America","1960","Both Sexes","85 +","929252",""
"United States of America","1960","Both Sexes","85 +","876000","3,4,6,8"
"United States of America","1960","Both Sexes","86","147839",""
"United States of America","1960","Both Sexes","87","130422",""
"United States of America","1960","Both Sexes","88","97621",""
"United States of America","1960","Both Sexes","89","82893",""
"United States of America","1960","Both Sexes","90","59714",""
"United States of America","1960","Both Sexes","91","40003",""
"United States of America","1960","Both Sexes","92","30550",""
"United States of America","1960","Both Sexes","93","23380",""
"United States of America","1960","Both Sexes","94","17006",""
"United States of America","1960","Both Sexes","95","11894",""
"United States of America","1960","Both Sexes","96","8280",""
"United States of America","1960","Both Sexes","97","6022",""
"United States of America","1960","Both Sexes","98","4355",""
"United States of America","1960","Both Sexes","99","3631",""
"United States of America","1960","Both Sexes","100 +","10369",""
"United States of America","1960","Both Sexes","Unknown","0",""
"United States of America","1960","Both Sexes","Unknown","0","3,4,6,8"
"United States of America","1960","Male","Total","88331494",""
"United States of America","1960","Male","Total","89284000","3,4,6,8"
"United States of America","1960","Male","0","2089909",""
"United States of America","1960","Male","0","1918000","3,4,6,8"
"United States of America","1960","Male","1","2097992",""
"United States of America","1960","Male","1 - 4","8239820",""
"United States of America","1960","Male","1 - 4","8275000","3,4,6,8"
"United States of America","1960","Male","2","2082678",""
"United States of America","1960","Male","3","2035640",""
"United States of America","1960","Male","4","2022193",""
"United States of America","1960","Male","5","2012562",""
"United States of America","1960","Male","5 - 9","9504368",""
"United States of America","1960","Male","5 - 9","9834000","3,4,6,8"
"United States of America","1960","Male","6","1945912",""
"United States of America","1960","Male","7","1914305",""
"United States of America","1960","Male","8","1848074",""
"United States of America","1960","Male","9","1767700",""
"United States of America","1960","Male","10","1776175",""
"United States of America","1960","Male","10 - 14","8524289",""
"United States of America","1960","Male","10 - 14","8838000","3,4,6,8"
"United States of America","1960","Male","11","1769710",""
"United States of America","1960","Male","12","1825361",""
"United States of America","1960","Male","13","1788539",""
"United States of America","1960","Male","14","1402724",""
"United States of America","1960","Male","15","1435187",""
"United States of America","1960","Male","15 - 19","6633661",""
"United States of America","1960","Male","15 - 19","6833000","3,4,6,8"
"United States of America","1960","Male","16","1449639",""
"United States of America","1960","Male","17","1456809",""
"United States of America","1960","Male","18","1249225",""
"United States of America","1960","Male","19","1107977",""
"United States of America","1960","Male","20","1065814",""
"United States of America","1960","Male","20 - 24","5272340",""
"United States of America","1960","Male","20 - 24","5723000","3,4,6,8"
"United States of America","1960","Male","21","1083261",""
"United States of America","1960","Male","22","1060321",""
"United States of America","1960","Male","23","1033690",""
"United States of America","1960","Male","24","1040142",""
"United States of America","1960","Male","25","1064568",""
"United States of America","1960","Male","25 - 29","5333075",""
"United States of America","1960","Male","25 - 29","5469000","3,4,6,8"
"United States of America","1960","Male","26","1018099",""
"United States of America","1960","Male","27","1069825",""
"United States of America","1960","Male","28","1060950",""
"United States of America","1960","Male","29","1119840",""
"United States of America","1960","Male","30","1146892",""
"United States of America","1960","Male","30 - 34","5846224",""
"United States of America","1960","Male","30 - 34","5871000","3,4,6,8"
"United States of America","1960","Male","31","1144713",""
"United States of America","1960","Male","32","1181476",""
"United States of America","1960","Male","33","1164586",""
"United States of America","1960","Male","34","1202620",""
"United States of America","1960","Male","35","1242344",""
"United States of America","1960","Male","35 - 39","6079512",""
"United States of America","1960","Male","35 - 39","6094000","3,4,6,8"
"United States of America","1960","Male","36","1209090",""
"United States of America","1960","Male","37","1199384",""
"United States of America","1960","Male","38","1231917",""
"United States of America","1960","Male","39","1207045",""
"United States of America","1960","Male","40","1173031",""
"United States of America","1960","Male","40 - 44","5675881",""
"United States of America","1960","Male","40 - 44","5653000","3,4,6,8"
"United States of America","1960","Male","41","1162252",""
"United States of America","1960","Male","42","1123414",""
"United States of America","1960","Male","43","1087665",""
"United States of America","1960","Male","44","1103049",""
"United States of America","1960","Male","45","1130763",""
"United States of America","1960","Male","45 - 49","5357925",""
"United States of America","1960","Male","45 - 49","5402000","3,4,6,8"
"United States of America","1960","Male","46","1090882",""
"United States of America","1960","Male","47","1084365",""
"United States of America","1960","Male","48","1027592",""
"United States of America","1960","Male","49","1041333",""
"United States of America","1960","Male","50","1004142",""
"United States of America","1960","Male","50 - 54","4734829",""
"United States of America","1960","Male","50 - 54","4796000","3,4,6,8"
"United States of America","1960","Male","51","972235",""
"United States of America","1960","Male","52","960608",""
"United States of America","1960","Male","53","910677",""
"United States of America","1960","Male","54","917074",""
"United States of America","1960","Male","55","881364",""
"United States of America","1960","Male","55 - 59","4127245",""
"United States of America","1960","Male","55 - 59","4059000","3,4,6,8"
"United States of America","1960","Male","56","835498",""
"United States of America","1960","Male","57","824822",""
"United States of America","1960","Male","58","747063",""
"United States of America","1960","Male","59","895910",""
"United States of America","1960","Male","60","730700",""
"United States of America","1960","Male","60 - 64","3409319",""
"United States of America","1960","Male","60 - 64","3446000","3,4,6,8"
"United States of America","1960","Male","61","683185",""
"United States of America","1960","Male","62","655257",""
"United States of America","1960","Male","63","651287",""
"United States of America","1960","Male","64","664067",""
"United States of America","1960","Male","65","652342",""
"United States of America","1960","Male","65 - 69","2931088",""
"United States of America","1960","Male","65 - 69","2730000","3,4,6,8"
"United States of America","1960","Male","66","600877",""
"United States of America","1960","Male","67","598424",""
"United States of America","1960","Male","68","525622",""
"United States of America","1960","Male","69","506168",""
"United States of America","1960","Male","70","494297",""
"United States of America","1960","Male","70 - 74","2185216",""
"United States of America","1960","Male","70 - 74","1990000","3,4,6,8"
"United States of America","1960","Male","71","477620",""
"United States of America","1960","Male","72","421618",""
"United States of America","1960","Male","73","380705",""
"United States of America","1960","Male","74","364737",""
"United States of America","1960","Male","75","336934",""
"United States of America","1960","Male","75 - 79","1359424",""
"United States of America","1960","Male","75 - 79","1315000","3,4,6,8"
"United States of America","1960","Male","76","289745",""
"United States of America","1960","Male","77","262852",""
"United States of America","1960","Male","78","226608",""
"United States of America","1960","Male","79","201889",""
"United States of America","1960","Male","80","172861",""
"United States of America","1960","Male","80 - 84","665093",""
"United States of America","1960","Male","80 - 84","672000","3,4,6,8"
"United States of America","1960","Male","81","137905",""
"United States of America","1960","Male","82","121535",""
"United States of America","1960","Male","83","107390",""
"United States of America","1960","Male","84","95473",""
"United States of America","1960","Male","85 - 89","255776",""
"United States of America","1960","Male","85 +","362276",""
"United States of America","1960","Male","85 +","367000","3,4,6,8"
"United States of America","1960","Male","90 - 94","62122",""
"United States of America","1960","Male","95 - 99","11655",""
"United States of America","1960","Male","100 +","3830",""
"United States of America","1960","Male","Unknown","0",""
"United States of America","1960","Male","Unknown","0","3,4,6,8"
"United States of America","1960","Female","Total","90991681",""
